涓撲笟,鎬у埆,姣忓懆瀛︿範鏃堕暱锛堝皬鏃讹級,涓婅鍑哄嫟鐜?鏈熶腑鑰冭瘯鍒嗘暟,浣滀笟瀹屾垚鐜?鏈熸湯鑰冭瘯鍒嗘暟,鎬у埆_缂栫爜,涓撲笟_缂栫爜,
澶ф暟鎹鐞?濂?5.0,0.86,44.61,0.81,54.68,0,4,
宸ュ晢绠＄悊,鐢?10.81,0.62,92.46,0.89,81.44,1,0
宸ュ晢绠＄悊,鐢?5.0,0.79,61.1,0.97,52.18,1,0
宸ュ晢绠＄悊,濂?23.4,0.81,89.1,0.94,86.88,0,0
璐㈠姟绠＄悊,濂?19.98,0.72,87.66,0.81,78.73,0,2
鐢靛瓙鍟嗗姟,濂?13.83,0.9,66.17,0.99,61.27,0,3
浜哄伐鏅鸿兘,鐢?19.46,0.91,87.94,0.98,82.04,1,1
宸ュ晢绠＄悊,濂?25.32,0.75,30.43,0.76,46.48,0,0
鐢靛瓙鍟嗗姟,濂?15.88,0.96,86.04,0.92,89.56,0,3
璐㈠姟绠＄悊,鐢?15.17,0.88,56.26,0.77,54.96,1,2
澶ф暟鎹鐞?鐢?33.18,0.93,66.31,0.97,88.43,1,4,
宸ュ晢绠＄悊,鐢?18.57,0.73,67.68,0.75,66.32,1,0
宸ュ晢绠＄悊,鐢?23.53,0.93,84.78,0.84,67.25,1,0
璐㈠姟绠＄悊,濂?15.25,0.76,77.66,0.85,52.66,0,2
澶ф暟鎹鐞?濂?18.34,0.6,69.18,0.85,63.74,0,4,
浜哄伐鏅鸿兘,鐢?38.32,0.85,76.88,0.72,89.38,1,1
澶ф暟鎹鐞?濂?17.32,1,75,0.98,85.96,0,4,
鐢靛瓙鍟嗗姟,濂?14.36,0.68,91.31,0.78,76.17,0,3
宸ュ晢绠＄悊,鐢?25.61,0.67,97.36,0.8,78.09,1,0
宸ュ晢绠＄悊,鐢?24.29,0.68,73.37,0.83,68.29,1,0
鐢靛瓙鍟嗗姟,鐢?19.52,0.76,50.01,0.97,62.47,1,3
璐㈠姟绠＄悊,鐢?28.63,0.6,98.96,0.81,92.73,1,2
璐㈠姟绠＄悊,鐢?17.33,0.85,66.03,0.81,71.25,1,2
澶ф暟鎹鐞?濂?15.88,0.78,65.99,0.7,71.28,0,4,
璐㈠姟绠＄悊,鐢?16.77,0.69,89.4,0.86,81.73,1,2
璐㈠姟绠＄悊,濂?23.21,0.76,89.63,0.95,89.31,0,2
璐㈠姟绠＄悊,鐢?8.06,0.79,49.77,0.71,30.66,1,2
浜哄伐鏅鸿兘,鐢?18.17,0.69,77.18,0.85,63.42,1,1
璐㈠姟绠＄悊,鐢?27.52,0.65,59.63,0.99,60.13,1,2
璐㈠姟绠＄悊,濂?5.0,0.87,63.15,0.8,47.71,0,2
鐢靛瓙鍟嗗姟,鐢?5.88,0.69,96.9,0.72,72.59,1,3
浜哄伐鏅鸿兘,鐢?32.54,0.98,61.15,0.98,66.55,1,1
宸ュ晢绠＄悊,鐢?24.69,0.7,85.04,0.91,71.86,1,0
浜哄伐鏅鸿兘,鐢?28.38,0.86,68.93,0.8,72.97,1,1
璐㈠姟绠＄悊,鐢?12.18,0.65,87.84,0.87,62.84,1,2
澶ф暟鎹鐞?濂?27.41,0.7,84.42,0.9,76.38,0,4,
璐㈠姟绠＄悊,濂?19.91,0.67,84.48,0.93,81.36,0,2
澶ф暟鎹鐞?濂?30.41,0.88,61.25,0.82,62.87,0,4,
宸ュ晢绠＄悊,鐢?18.65,0.69,81.62,0.97,81.47,1,0
浜哄伐鏅鸿兘,鐢?14.42,0.93,45.72,0.88,50.33,1,1
澶ф暟鎹鐞?鐢?36.23,0.95,68.98,0.87,81.59,1,4,
鐢靛瓙鍟嗗姟,鐢?8.17,0.82,60.97,0.71,47.36,1,3
璐㈠姟绠＄悊,濂?23.44,0.76,86.3,0.91,83.33,0,2
鐢靛瓙鍟嗗姟,濂?28.34,0.74,84.64,0.93,79.31,0,3
浜哄伐鏅鸿兘,鐢?15.46,0.93,83.15,0.89,80.6,1,1
璐㈠姟绠＄悊,鐢?21.97,0.84,91.85,0.82,77.58,1,2
宸ュ晢绠＄悊,濂?32.48,0.66,73.85,0.77,78.32,0,0
鐢靛瓙鍟嗗姟,濂?40.0,0.79,71.17,0.72,83.23,0,3
鐢靛瓙鍟嗗姟,濂?33.32,0.86,72.06,0.7,76.96,0,3
宸ュ晢绠＄悊,濂?18.78,0.79,97.47,0.72,76.88,0,0
鐢靛瓙鍟嗗姟,濂?20.3,0.81,64.86,0.75,64.16,0,3
浜哄伐鏅鸿兘,濂?20.72,0.69,65.92,0.71,54.36,0,1
宸ュ晢绠＄悊,鐢?14.78,0.92,77.67,0.71,72.45,1,0
澶ф暟鎹鐞?鐢?13.42,0.68,100,0.85,84.95,1,4,
浜哄伐鏅鸿兘,鐢?15.64,0.63,76.06,0.95,82.69,1,1
宸ュ晢绠＄悊,濂?15.37,0.72,89.98,0.89,87.91,0,0
鐢靛瓙鍟嗗姟,鐢?18.39,0.68,60.3,0.79,53.4,1,3
浜哄伐鏅鸿兘,鐢?19.35,0.73,77.01,0.82,73.18,1,1
鐢靛瓙鍟嗗姟,鐢?26.7,0.71,76.12,0.95,75.45,1,3
浜哄伐鏅鸿兘,鐢?9.04,0.86,88.55,0.87,85.9,1,1
宸ュ晢绠＄悊,鐢?15.86,0.86,93.27,0.8,73.42,1,0
浜哄伐鏅鸿兘,濂?14.54,0.71,81.07,0.98,80.74,0,1
宸ュ晢绠＄悊,鐢?7.0,0.89,72.47,0.75,55.17,1,0
璐㈠姟绠＄悊,濂?29.46,0.64,70.78,0.96,73.32,0,2
澶ф暟鎹鐞?濂?17.99,0.94,99.72,0.71,76.37,0,4,
宸ュ晢绠＄悊,鐢?5.0,0.9,80.3,0.91,55.3,1,0
浜哄伐鏅鸿兘,濂?16.49,0.68,59.35,0.74,51.6,0,1
鐢靛瓙鍟嗗姟,鐢?33.65,0.81,100,0.9,90.82,1,3
鐢靛瓙鍟嗗姟,濂?30.63,0.97,77.44,0.75,89.78,0,3
浜哄伐鏅鸿兘,濂?21.52,0.89,72.61,0.83,64.28,0,1
鐢靛瓙鍟嗗姟,鐢?24.89,0.7,100,0.93,82.41,1,3
浜哄伐鏅鸿兘,濂?16.69,0.96,65.8,0.84,56.3,0,1
鐢靛瓙鍟嗗姟,濂?17.24,0.9,83.01,0.78,84.78,0,3
鐢靛瓙鍟嗗姟,濂?25.0,0.7,70.4,0.98,69.38,0,3
澶ф暟鎹鐞?鐢?5.0,0.95,66.02,0.72,57.39,1,4,
澶ф暟鎹鐞?鐢?35.77,0.7,80.27,0.95,80.47,1,4,
鐢靛瓙鍟嗗姟,鐢?7.18,0.76,76.56,0.91,51.56,1,3
澶ф暟鎹鐞?鐢?21.95,0.95,100,0.95,78.03,1,4,
浜哄伐鏅鸿兘,鐢?23.03,0.96,76.88,0.78,68.8,1,1
浜哄伐鏅鸿兘,濂?40.0,0.75,76.09,0.91,86.6,0,1
宸ュ晢绠＄悊,鐢?29.84,0.96,93.31,0.89,71.85,1,0
澶ф暟鎹鐞?鐢?14.37,0.61,55.19,0.97,63.03,1,4,
澶ф暟鎹鐞?鐢?29.5,0.96,71.71,0.79,79.32,1,4,
璐㈠姟绠＄悊,鐢?24.35,0.93,70.13,0.72,58.29,1,2
宸ュ晢绠＄悊,鐢?28.16,0.87,82.13,0.77,77.45,1,0
鐢靛瓙鍟嗗姟,鐢?12.07,0.77,61.34,0.72,69.39,1,3
澶ф暟鎹鐞?濂?34.47,0.94,55.37,0.73,62.86,0,4,
澶ф暟鎹鐞?鐢?19.41,0.75,66.86,0.9,63.52,1,4,
鐢靛瓙鍟嗗姟,鐢?22.91,0.71,75.99,0.72,92.16,1,3
鐢靛瓙鍟嗗姟,鐢?39.87,0.87,73.29,0.92,85.34,1,3
宸ュ晢绠＄悊,濂?16.26,0.88,85.54,0.72,72.71,0,0
澶ф暟鎹鐞?濂?17.2,0.91,83.12,0.82,72.17,0,4,
宸ュ晢绠＄悊,濂?28.68,0.73,54.46,0.84,67.83,0,0
璐㈠姟绠＄悊,鐢?8.98,0.91,92.01,0.74,81.4,1,2
澶ф暟鎹鐞?鐢?16.94,0.81,77.88,0.8,53.69,1,4,
浜哄伐鏅鸿兘,鐢?18.25,0.82,76.32,0.86,54.2,1,1
璐㈠姟绠＄悊,鐢?25.13,0.93,52.4,0.9,58.81,1,2
澶ф暟鎹鐞?濂?18.68,0.72,75.39,0.99,71.46,0,4,
鐢靛瓙鍟嗗姟,濂?34.61,0.66,71.65,0.83,75.88,0,3
澶ф暟鎹鐞?鐢?12.23,0.86,59.91,0.88,47.24,1,4,
璐㈠姟绠＄悊,鐢?22.7,0.87,100,0.75,84.11,1,2
璐㈠姟绠＄悊,濂?21.89,0.84,76.05,0.96,75.48,0,2
鐢靛瓙鍟嗗姟,濂?7.99,0.66,92.8,0.92,67.8,0,3
鐢靛瓙鍟嗗姟,鐢?21.06,0.62,100,0.91,79.34,1,3
宸ュ晢绠＄悊,濂?24.25,0.67,70.43,0.72,62.66,0,0
澶ф暟鎹鐞?鐢?30.07,0.91,68.4,0.79,77.95,1,4,
宸ュ晢绠＄悊,濂?5.0,0.73,55.26,0.86,54.08,0,0
澶ф暟鎹鐞?鐢?22.18,0.91,64.89,0.71,59.03,1,4,
浜哄伐鏅鸿兘,鐢?8.95,0.92,67.5,0.78,72.41,1,1
浜哄伐鏅鸿兘,鐢?32.28,0.73,62.37,0.91,62.65,1,1
浜哄伐鏅鸿兘,濂?15.96,0.79,92.81,0.95,67.81,0,1
澶ф暟鎹鐞?濂?21.0,0.65,45.76,0.7,51.77,0,4,
宸ュ晢绠＄悊,鐢?12.53,0.88,62.77,0.85,61.54,1,0
澶ф暟鎹鐞?鐢?17.22,0.69,78.89,0.82,71.25,1,4,
澶ф暟鎹鐞?濂?21.52,0.92,93.91,0.75,73.44,0,4,
澶ф暟鎹鐞?鐢?5.0,0.77,94.97,0.85,82.7,1,4,
璐㈠姟绠＄悊,濂?23.19,0.83,91.67,0.8,94.99,0,2
澶ф暟鎹鐞?濂?11.07,0.91,55.32,0.98,61.38,0,4,
璐㈠姟绠＄悊,濂?15.65,0.97,74.38,0.94,76.42,0,2
璐㈠姟绠＄悊,濂?19.15,0.72,88.49,0.89,63.49,0,2
鐢靛瓙鍟嗗姟,濂?18.49,0.82,82.23,0.77,70.61,0,3
鐢靛瓙鍟嗗姟,鐢?10.34,0.86,54.42,0.95,53.32,1,3
璐㈠姟绠＄悊,鐢?17.35,0.66,100,0.87,75,1,2
宸ュ晢绠＄悊,鐢?9.92,0.66,33.02,0.78,37.25,1,0
宸ュ晢绠＄悊,濂?5.0,0.89,81.32,1,66.13,0,0
鐢靛瓙鍟嗗姟,鐢?13.93,0.87,58.55,0.98,51.37,1,3
鐢靛瓙鍟嗗姟,濂?24.0,0.88,89.01,0.95,80.19,0,3
鐢靛瓙鍟嗗姟,鐢?26.92,0.73,70.11,0.92,65.75,1,3
宸ュ晢绠＄悊,鐢?19.92,0.94,81.72,0.9,84.71,1,0
浜哄伐鏅鸿兘,鐢?18.83,0.68,73.45,0.95,73.36,1,1
宸ュ晢绠＄悊,濂?14.03,0.88,85.3,0.81,77.79,0,0
璐㈠姟绠＄悊,濂?24.14,0.76,71.59,0.86,79.56,0,2
璐㈠姟绠＄悊,鐢?16.86,0.62,59.3,0.72,51.27,1,2
宸ュ晢绠＄悊,濂?12.68,0.72,54.89,0.73,57.75,0,0
宸ュ晢绠＄悊,濂?23.2,0.95,75.4,0.93,85.76,0,0
璐㈠姟绠＄悊,鐢?7.34,0.69,59.16,0.71,45.84,1,2
澶ф暟鎹鐞?鐢?20.48,0.79,62.01,0.7,47.45,1,4,
璐㈠姟绠＄悊,濂?30.88,0.68,83.48,0.83,74.97,0,2
鐢靛瓙鍟嗗姟,濂?23.76,0.84,52.99,0.79,70.2,0,3
鐢靛瓙鍟嗗姟,鐢?24.17,0.79,88.49,0.93,74.88,1,3
浜哄伐鏅鸿兘,濂?26.66,0.8,59.1,0.83,64.05,0,1
鐢靛瓙鍟嗗姟,鐢?13.66,0.96,53.03,0.72,51.77,1,3
鐢靛瓙鍟嗗姟,濂?25.82,0.65,92.5,0.75,78.7,0,3
鐢靛瓙鍟嗗姟,濂?17.42,0.67,100,0.88,75,0,3
澶ф暟鎹鐞?鐢?29.21,0.85,57.93,1,60.83,1,4,
宸ュ晢绠＄悊,濂?22.52,0.72,62.87,0.97,64.58,0,0
宸ュ晢绠＄悊,濂?28.03,0.94,86.53,0.86,82.24,0,0
璐㈠姟绠＄悊,濂?14.12,0.71,63.72,0.99,74.09,0,2
璐㈠姟绠＄悊,鐢?16.05,0.78,54.27,0.89,60.73,1,2
澶ф暟鎹鐞?鐢?12.78,0.6,64.98,0.77,49.22,1,4,
璐㈠姟绠＄悊,濂?21.28,0.85,95.25,0.73,76.32,0,2
璐㈠姟绠＄悊,濂?24.61,0.76,63.1,0.92,74.5,0,2
浜哄伐鏅鸿兘,濂?22.27,0.67,85.15,0.72,71.25,0,1
宸ュ晢绠＄悊,鐢?21.83,0.78,75.86,0.89,65.43,1,0
浜哄伐鏅鸿兘,濂?23.05,0.84,54.79,0.81,64.28,0,1
宸ュ晢绠＄悊,濂?12.17,0.98,75.39,0.89,64.91,0,0
宸ュ晢绠＄悊,鐢?20.06,0.85,64.2,0.81,70.71,1,0
澶ф暟鎹鐞?鐢?12.45,0.62,81.67,0.98,74.15,1,4,
浜哄伐鏅鸿兘,濂?24.02,0.77,67.46,0.77,60.19,0,1
浜哄伐鏅鸿兘,濂?29.17,0.72,49.66,0.89,74.66,0,1
璐㈠姟绠＄悊,濂?30.24,0.7,67.97,0.84,71.37,0,2
鐢靛瓙鍟嗗姟,濂?14.67,0.75,54.31,0.92,36.82,0,3
鐢靛瓙鍟嗗姟,鐢?24.36,0.76,75.35,0.83,76.56,1,3
澶ф暟鎹鐞?濂?10.7,0.84,84.26,0.94,59.26,0,4,
宸ュ晢绠＄悊,濂?27.17,0.66,85.29,0.89,87.01,0,0
璐㈠姟绠＄悊,鐢?5.0,0.63,70.07,0.94,61.53,1,2
鐢靛瓙鍟嗗姟,鐢?23.56,0.72,56.42,0.83,62.14,1,3
澶ф暟鎹鐞?鐢?26.0,0.85,71.21,0.88,73.81,1,4,
澶ф暟鎹鐞?鐢?11.87,0.62,77.53,0.72,69.21,1,4,
鐢靛瓙鍟嗗姟,濂?7.78,0.87,97.12,0.76,72.12,0,3
澶ф暟鎹鐞?濂?11.27,0.89,94.92,0.82,77.79,0,4,
宸ュ晢绠＄悊,濂?24.95,0.99,83.1,0.86,82.02,0,0
鐢靛瓙鍟嗗姟,濂?5.55,0.92,79.71,0.82,54.71,0,3
璐㈠姟绠＄悊,濂?22.9,0.88,57.29,0.92,71.06,0,2
璐㈠姟绠＄悊,濂?17.63,0.64,65.72,0.99,71.75,0,2
浜哄伐鏅鸿兘,鐢?10.2,0.62,48.86,0.71,52.8,1,1
宸ュ晢绠＄悊,鐢?16.63,0.62,82.14,0.76,72.54,1,0
澶ф暟鎹鐞?鐢?18.26,0.8,82.75,0.86,87.79,1,4,
璐㈠姟绠＄悊,濂?24.91,0.93,70.64,0.95,75.11,0,2
鐢靛瓙鍟嗗姟,濂?29.11,0.83,82.95,0.73,78.71,0,3
宸ュ晢绠＄悊,鐢?21.44,0.61,86.7,0.99,72.32,1,0
浜哄伐鏅鸿兘,濂?18.4,0.97,70.85,0.75,54.06,0,1
澶ф暟鎹鐞?濂?13.68,0.74,88.17,0.91,78.94,0,4,
宸ュ晢绠＄悊,鐢?15.61,0.82,36.31,0.92,46.83,1,0
璐㈠姟绠＄悊,濂?19.33,0.8,83.44,0.77,58.66,0,2
澶ф暟鎹鐞?濂?17.67,0.63,76.78,0.77,66.9,0,4,
宸ュ晢绠＄悊,鐢?5.0,0.94,69.89,0.94,63.97,1,0
璐㈠姟绠＄悊,濂?6.7,0.77,81.36,0.9,66.1,0,2
浜哄伐鏅鸿兘,濂?22.06,0.67,82.55,0.71,73.38,0,1
璐㈠姟绠＄悊,濂?18.08,0.86,77.58,0.91,60.93,0,2
浜哄伐鏅鸿兘,鐢?10.49,0.75,70,0.82,71.9,1,1
浜哄伐鏅鸿兘,鐢?16.35,0.85,82.77,0.9,78.65,1,1
鐢靛瓙鍟嗗姟,濂?22.68,0.77,67.34,0.75,76.81,0,3
宸ュ晢绠＄悊,鐢?8.34,0.91,82.84,0.76,64.71,1,0
宸ュ晢绠＄悊,濂?16.82,0.95,56.05,0.74,64.67,0,0
璐㈠姟绠＄悊,鐢?20.26,0.85,62.9,0.95,52.87,1,2
澶ф暟鎹鐞?鐢?7.23,0.98,100,0.85,75,1,4,
鐢靛瓙鍟嗗姟,鐢?24.99,0.91,75.31,0.88,66.18,1,3
璐㈠姟绠＄悊,濂?15.73,0.91,54.21,0.92,63.85,0,2
宸ュ晢绠＄悊,濂?25.29,0.64,100,0.79,75.26,0,0
宸ュ晢绠＄悊,鐢?24.36,0.9,79.1,0.77,72.78,1,0
鐢靛瓙鍟嗗姟,濂?20.69,0.65,63.81,0.82,63.65,0,3
浜哄伐鏅鸿兘,濂?22.13,0.98,58.79,0.99,66.2,0,1
宸ュ晢绠＄悊,鐢?35.16,0.76,76.96,0.76,69.71,1,0
澶ф暟鎹鐞?濂?15.56,0.72,71.86,0.73,78.73,0,4,
鐢靛瓙鍟嗗姟,濂?23.9,0.74,87.73,0.98,81.83,0,3
宸ュ晢绠＄悊,濂?33.75,0.84,82.7,0.96,95.67,0,0
浜哄伐鏅鸿兘,濂?30.16,0.79,87.86,0.8,75.18,0,1
璐㈠姟绠＄悊,濂?24.89,0.96,77.73,0.83,74.64,0,2
鐢靛瓙鍟嗗姟,鐢?14.33,0.62,51.6,0.76,53.66,1,3
浜哄伐鏅鸿兘,鐢?11.32,0.92,77.79,0.76,82.62,1,1
宸ュ晢绠＄悊,濂?29.41,0.76,83.4,0.9,92.24,0,0
澶ф暟鎹鐞?鐢?17.39,0.64,83.82,0.74,67,1,4,
宸ュ晢绠＄悊,濂?10.25,1,84.57,0.73,65.95,0,0
璐㈠姟绠＄悊,濂?38.41,0.71,94.47,0.75,87.71,0,2
宸ュ晢绠＄悊,鐢?23.02,0.78,83.22,0.92,87.26,1,0
浜哄伐鏅鸿兘,鐢?5.89,1,78.94,0.8,69.79,1,1
宸ュ晢绠＄悊,鐢?18.02,0.89,74.49,0.81,73.61,1,0
璐㈠姟绠＄悊,濂?7.01,0.76,76.91,0.8,75.69,0,2
浜哄伐鏅鸿兘,濂?12.6,0.63,73.21,0.94,74.73,0,1
浜哄伐鏅鸿兘,鐢?22.75,0.67,72.13,0.89,78.39,1,1
宸ュ晢绠＄悊,濂?19.74,0.95,87.74,0.76,84.36,0,0
澶ф暟鎹鐞?鐢?18.41,0.72,80.64,0.81,83.39,1,4,
鐢靛瓙鍟嗗姟,濂?20.56,0.79,83.94,0.9,67.9,0,3
鐢靛瓙鍟嗗姟,鐢?15.94,0.74,65.63,0.84,83.46,1,3
璐㈠姟绠＄悊,濂?18.48,0.98,66.97,0.73,76.91,0,2
浜哄伐鏅鸿兘,鐢?23.93,0.83,44.46,0.89,58.87,1,1
宸ュ晢绠＄悊,濂?24.65,0.71,96.42,0.83,91.95,0,0
宸ュ晢绠＄悊,濂?31.48,0.69,53.14,0.97,64.7,0,0
璐㈠姟绠＄悊,濂?15.45,0.8,94.95,0.84,83.81,0,2
浜哄伐鏅鸿兘,濂?22.17,0.87,67.42,0.85,75.24,0,1
璐㈠姟绠＄悊,鐢?39.18,0.61,77.68,0.78,84.55,1,2
璐㈠姟绠＄悊,濂?27.83,0.91,77.08,0.97,77.39,0,2
浜哄伐鏅鸿兘,濂?11.46,0.63,93.65,0.9,83.26,0,1
澶ф暟鎹鐞?濂?24.35,0.64,94.62,0.87,78.72,0,4,
璐㈠姟绠＄悊,鐢?14.97,0.86,82.73,0.81,80.06,1,2
澶ф暟鎹鐞?濂?32.57,1,56.87,0.87,72.68,0,4,
璐㈠姟绠＄悊,鐢?9.68,0.94,66.92,0.93,49.79,1,2
澶ф暟鎹鐞?濂?20.22,0.85,78.71,0.91,70.09,0,4,
鐢靛瓙鍟嗗姟,鐢?20.61,0.96,63.53,0.82,75.5,1,3
浜哄伐鏅鸿兘,鐢?35.23,0.81,70.16,0.71,73.58,1,1
浜哄伐鏅鸿兘,濂?32.33,0.8,56.88,0.73,75.8,0,1
鐢靛瓙鍟嗗姟,濂?30.08,0.6,64.79,0.95,62.21,0,3
璐㈠姟绠＄悊,鐢?21.8,0.72,79.81,0.85,79.85,1,2
鐢靛瓙鍟嗗姟,濂?16.54,0.75,57.46,0.77,59.37,0,3
浜哄伐鏅鸿兘,濂?25.37,0.73,76.05,0.86,72.75,0,1
宸ュ晢绠＄悊,濂?26.56,0.86,80.94,0.83,70.56,0,0
澶ф暟鎹鐞?濂?16.66,0.75,56.5,0.86,62.46,0,4,
鐢靛瓙鍟嗗姟,鐢?16.58,0.7,85.89,0.72,64.12,1,3
宸ュ晢绠＄悊,濂?31.62,0.63,53.11,0.71,58.07,0,0
澶ф暟鎹鐞?鐢?13.73,0.76,50.07,0.91,55.66,1,4,
鐢靛瓙鍟嗗姟,濂?24.85,0.61,54.36,0.93,59.95,0,3
澶ф暟鎹鐞?鐢?7.71,0.63,47.33,0.74,57.61,1,4,
鐢靛瓙鍟嗗姟,濂?22.85,0.93,47.52,0.85,41.83,0,3
宸ュ晢绠＄悊,濂?27.28,0.73,58.1,0.92,66.06,0,0
璐㈠姟绠＄悊,濂?34.02,0.94,83.12,0.88,83.43,0,2
浜哄伐鏅鸿兘,濂?16.56,0.82,79.49,0.93,74.21,0,1
宸ュ晢绠＄悊,鐢?24.68,0.94,84.81,0.76,76.17,1,0
浜哄伐鏅鸿兘,鐢?35.64,0.68,81.01,0.98,89.78,1,1
澶ф暟鎹鐞?鐢?12.3,0.86,31.49,0.78,44.33,1,4,
浜哄伐鏅鸿兘,濂?25.53,0.7,52.91,0.94,64.81,0,1
澶ф暟鎹鐞?鐢?5.0,0.67,67.26,0.96,69.01,1,4,
澶ф暟鎹鐞?濂?31.25,0.87,80.16,0.9,82.66,0,4,
澶ф暟鎹鐞?鐢?28.97,0.94,67.21,0.73,64.24,1,4,
鐢靛瓙鍟嗗姟,濂?8.91,0.71,84.38,0.75,64.54,0,3
浜哄伐鏅鸿兘,濂?23.43,0.78,84.5,0.79,76.57,0,1
澶ф暟鎹鐞?濂?29.19,0.72,82.72,0.96,69.59,0,4,
鐢靛瓙鍟嗗姟,鐢?17.17,0.78,87.29,0.95,72.22,1,3
澶ф暟鎹鐞?鐢?15.31,0.86,68.88,0.91,68.03,1,4,
浜哄伐鏅鸿兘,鐢?22.71,0.67,100,0.83,99.47,1,1
鐢靛瓙鍟嗗姟,鐢?20.94,0.66,65.37,0.7,66.53,1,3
浜哄伐鏅鸿兘,濂?15.03,0.9,71.59,0.98,72.73,0,1
浜哄伐鏅鸿兘,鐢?20.73,0.74,78.28,0.73,84.85,1,1
璐㈠姟绠＄悊,濂?8.05,0.61,93.3,0.72,76.01,0,2
浜哄伐鏅鸿兘,鐢?13.16,0.89,81.03,0.96,81.2,1,1
鐢靛瓙鍟嗗姟,鐢?29.84,0.71,78.35,0.83,74.42,1,3
浜哄伐鏅鸿兘,濂?24.36,0.95,100,0.92,80.67,0,1
澶ф暟鎹鐞?濂?21.11,0.73,100,0.87,86.55,0,4,
澶ф暟鎹鐞?濂?17.68,0.66,79.15,0.77,84.9,0,4,
璐㈠姟绠＄悊,鐢?12.23,0.62,85.01,0.98,85.91,1,2
宸ュ晢绠＄悊,鐢?29.86,0.68,72.94,0.9,79.85,1,0
璐㈠姟绠＄悊,鐢?22.92,0.61,85.79,0.93,72.1,1,2
浜哄伐鏅鸿兘,鐢?15.82,0.75,85.72,0.73,60.72,1,1
澶ф暟鎹鐞?鐢?24.08,0.75,92.8,0.97,78.05,1,4,
浜哄伐鏅鸿兘,鐢?30.54,0.65,62.03,1,72.49,1,1
澶ф暟鎹鐞?濂?20.51,0.62,87.49,0.71,70.18,0,4,
璐㈠姟绠＄悊,鐢?14.95,0.76,73.63,0.81,76.42,1,2
澶ф暟鎹鐞?鐢?20.72,0.83,74.89,0.95,62.75,1,4,
璐㈠姟绠＄悊,濂?25.85,0.98,47.02,0.76,61.45,0,2
璐㈠姟绠＄悊,濂?7.53,0.67,84.13,0.79,60.6,0,2
浜哄伐鏅鸿兘,鐢?18.17,0.64,73.99,0.86,76.72,1,1
澶ф暟鎹鐞?鐢?19.32,0.64,88.16,0.81,79.91,1,4,
鐢靛瓙鍟嗗姟,鐢?13.31,0.82,84.38,0.92,67.83,1,3
澶ф暟鎹鐞?鐢?7.44,0.79,62.19,0.82,66.94,1,4,
鐢靛瓙鍟嗗姟,鐢?25.81,0.85,73.16,0.75,61.39,1,3
璐㈠姟绠＄悊,鐢?14.81,0.7,73.77,0.86,52.4,1,2
璐㈠姟绠＄悊,鐢?10.33,0.69,88.82,0.99,66.9,1,2
澶ф暟鎹鐞?鐢?15.05,0.86,70.85,0.72,49.77,1,4,
澶ф暟鎹鐞?鐢?12.29,0.85,81.8,0.77,70.34,1,4,
宸ュ晢绠＄悊,濂?23.71,0.89,66.76,0.85,70.8,0,0
鐢靛瓙鍟嗗姟,鐢?10.88,0.67,87.34,0.9,69.01,1,3
宸ュ晢绠＄悊,鐢?10.81,0.99,77.55,0.86,76.75,1,0
璐㈠姟绠＄悊,鐢?17.52,0.99,60.87,0.83,60.55,1,2
璐㈠姟绠＄悊,鐢?20.85,0.73,68.91,0.96,59.9,1,2
澶ф暟鎹鐞?鐢?22.51,0.76,82.41,0.81,69.83,1,4,
璐㈠姟绠＄悊,鐢?14.97,0.96,69.55,0.76,57.61,1,2
鐢靛瓙鍟嗗姟,濂?11.77,0.62,98.86,0.9,73.86,0,3
宸ュ晢绠＄悊,鐢?24.13,0.72,70.89,0.8,74.96,1,0
宸ュ晢绠＄悊,濂?29.18,0.77,55.03,0.96,55.54,0,0
鐢靛瓙鍟嗗姟,濂?28.82,0.85,88.17,0.99,83.59,0,3
宸ュ晢绠＄悊,鐢?28.78,0.89,82.06,0.91,89.16,1,0
宸ュ晢绠＄悊,濂?15.8,0.97,77.14,0.88,83.32,0,0
宸ュ晢绠＄悊,濂?23.1,0.79,93.25,0.8,76.89,0,0
璐㈠姟绠＄悊,鐢?12.56,0.73,66.98,0.93,83.99,1,2
浜哄伐鏅鸿兘,濂?30.48,0.85,73.26,0.86,70.19,0,1
宸ュ晢绠＄悊,濂?6.02,0.96,55.97,0.97,57.81,0,0
璐㈠姟绠＄悊,鐢?30.69,0.8,58.19,0.95,62.66,1,2
璐㈠姟绠＄悊,濂?20.85,0.72,74.37,0.73,72.84,0,2
宸ュ晢绠＄悊,鐢?20.68,0.9,78.47,0.91,98.89,1,0
浜哄伐鏅鸿兘,鐢?18.75,0.65,81.2,0.98,89.47,1,1
宸ュ晢绠＄悊,鐢?30.31,0.97,33.17,0.96,58.17,1,0
浜哄伐鏅鸿兘,鐢?13.74,0.85,97.14,0.89,76.25,1,1
浜哄伐鏅鸿兘,鐢?26.83,0.63,57.05,0.7,60.77,1,1
澶ф暟鎹鐞?濂?17.48,0.83,72.04,0.82,78.77,0,4,
澶ф暟鎹鐞?鐢?20.45,0.68,53.52,0.86,66.01,1,4,
鐢靛瓙鍟嗗姟,濂?16.17,0.89,100,0.92,85.99,0,3
鐢靛瓙鍟嗗姟,濂?17.87,0.97,69.57,0.75,70.66,0,3
璐㈠姟绠＄悊,鐢?13.46,0.87,64.02,0.75,72.23,1,2
